movie_id,title,release_year,rating_count,average_rating,rating_stddev,volume_vs_variability,volume_vs_average,average_vs_variability
2580,Go (1999),1999,39,3.96,0.81,-0.058,0.303,-0.423
4148,Hannibal (2001),2001,39,2.94,1.14,-0.058,0.303,-0.423
3826,Hollow Man (2000),2000,39,2.29,1.02,-0.058,0.303,-0.423
59615,Indiana Jones and the Kingdom of the Crystal Skull (2008),2008,39,2.83,1.05,-0.058,0.303,-0.423
2761,"Iron Giant, The (1999)",1999,39,4.05,0.80,-0.058,0.303,-0.423
1408,"Last of the Mohicans, The (1992)",1992,39,3.83,0.87,-0.058,0.303,-0.423
2746,Little Shop of Horrors (1986),1986,39,3.33,0.72,-0.058,0.303,-0.423
3174,Man on the Moon (1999),1999,39,3.49,0.83,-0.058,0.303,-0.423
7451,Mean Girls (2004),2004,39,3.76,0.70,-0.058,0.303,-0.423
2723,Mystery Men (1999),1999,39,3.09,1.07,-0.058,0.303,-0.423
27773,Old Boy (2003),2003,39,4.09,0.87,-0.058,0.303,-0.423
6188,Old School (2003),2003,39,3.51,1.01,-0.058,0.303,-0.423
3300,Pitch Black (2000),2000,39,3.56,0.79,-0.058,0.303,-0.423
2094,"Rocketeer, The (1991)",1991,39,3.26,0.81,-0.058,0.303,-0.423
2248,Say Anything... (1989),1989,39,3.92,0.82,-0.058,0.303,-0.423
8949,Sideways (2004),2004,39,3.74,0.92,-0.058,0.303,-0.423
3039,Trading Places (1983),1983,39,3.73,0.77,-0.058,0.303,-0.423
53996,Transformers (2007),2007,39,3.35,1.10,-0.058,0.303,-0.423
40819,Walk the Line (2005),2005,39,3.76,0.69,-0.058,0.303,-0.423
3082,"World Is Not Enough, The (1999)",1999,39,3.33,1.09,-0.058,0.303,-0.423
2124,"Addams Family, The (1991)",1991,38,3.29,0.90,-0.058,0.303,-0.423
2018,Bambi (1942),1942,38,3.37,0.96,-0.058,0.303,-0.423
2770,Bowfinger (1999),1999,38,2.96,1.04,-0.058,0.303,-0.423
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",1995,38,4.01,0.83,-0.058,0.303,-0.423
31,Dangerous Minds (1995),1995,38,3.18,0.99,-0.058,0.303,-0.423
79091,Despicable Me (2010),2010,38,3.68,0.93,-0.058,0.303,-0.423
3362,Dog Day Afternoon (1975),1975,38,3.93,0.80,-0.058,0.303,-0.423
7090,Hero (Ying xiong) (2002),2002,38,3.92,0.76,-0.058,0.303,-0.423
2420,"Karate Kid, The (1984)",1984,38,3.57,0.78,-0.058,0.303,-0.423
44665,Lucky Number Slevin (2006),2006,38,3.86,0.69,-0.058,0.303,-0.423
3702,Mad Max (1979),1979,38,3.49,0.90,-0.058,0.303,-0.423
277,Miracle on 34th Street (1994),1994,38,3.22,1.15,-0.058,0.303,-0.423
8972,National Treasure (2004),2004,38,3.26,0.91,-0.058,0.303,-0.423
8533,"Notebook, The (2004)",2004,38,3.57,1.12,-0.058,0.303,-0.423
2289,"Player, The (1992)",1992,38,3.95,0.84,-0.058,0.303,-0.423
91542,Sherlock Holmes: A Game of Shadows (2011),2011,38,3.76,0.76,-0.058,0.303,-0.423
315,"Specialist, The (1994)",1994,38,3.08,0.98,-0.058,0.303,-0.423
8950,The Machinist (2004),2004,38,3.99,0.73,-0.058,0.303,-0.423
112552,Whiplash (2014),2014,38,4.04,0.86,-0.058,0.303,-0.423
51540,Zodiac (2007),2007,38,3.71,0.88,-0.058,0.303,-0.423
55765,American Gangster (2007),2007,37,3.91,0.88,-0.058,0.303,-0.423
3967,Billy Elliot (2000),2000,37,3.85,0.77,-0.058,0.303,-0.423
1020,Cool Runnings (1993),1993,37,3.08,0.80,-0.058,0.303,-0.423
64957,"Curious Case of Benjamin Button, The (2008)",2008,37,3.59,0.84,-0.058,0.303,-0.423
1093,"Doors, The (1991)",1991,37,3.41,0.99,-0.058,0.303,-0.423
2021,Dune (1984),1984,37,3.43,1.02,-0.058,0.303,-0.423
4016,"Emperor's New Groove, The (2000)",2000,37,3.72,0.80,-0.058,0.303,-0.423
8622,Fahrenheit 9/11 (2004),2004,37,3.49,0.79,-0.058,0.303,-0.423
455,Free Willy (1993),1993,37,2.39,1.09,-0.058,0.303,-0.423
112556,Gone Girl (2014),2014,37,3.72,0.88,-0.058,0.303,-0.423
92259,Intouchables (2011),2011,37,4.11,1.04,-0.058,0.303,-0.423
30810,"Life Aquatic with Steve Zissou, The (2004)",2004,37,3.49,1.02,-0.058,0.303,-0.423
5971,My Neighbor Totoro (Tonari no Totoro) (1988),1988,37,3.96,0.97,-0.058,0.303,-0.423
8376,Napoleon Dynamite (2004),2004,37,3.32,1.10,-0.058,0.303,-0.423
5266,Panic Room (2002),2002,37,3.00,1.03,-0.058,0.303,-0.423
58,"Postman, The (Postino, Il) (1994)",1994,37,4.03,0.92,-0.058,0.303,-0.423
832,Ransom (1996),1996,37,3.34,0.91,-0.058,0.303,-0.423
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",1994,36,3.60,0.98,-0.058,0.303,-0.423
585,"Brady Bunch Movie, The (1995)",1995,36,2.74,0.93,-0.058,0.303,-0.423
902,Breakfast at Tiffany's (1961),1961,36,3.85,0.95,-0.058,0.303,-0.423
1345,Carrie (1976),1976,36,3.35,0.95,-0.058,0.303,-0.423
22,Copycat (1995),1995,36,3.22,0.82,-0.058,0.303,-0.423
34150,Fantastic Four (2005),2005,36,2.76,0.85,-0.058,0.303,-0.423
3101,Fatal Attraction (1987),1987,36,3.10,1.19,-0.058,0.303,-0.423
3108,"Fisher King, The (1991)",1991,36,3.81,0.90,-0.058,0.303,-0.423
3510,Frequency (2000),2000,36,3.42,1.06,-0.058,0.303,-0.423
2948,From Russia with Love (1963),1963,36,3.75,0.74,-0.058,0.303,-0.423
4638,Jurassic Park III (2001),2001,36,2.85,1.01,-0.058,0.303,-0.423
119145,Kingsman: The Secret Service (2015),2015,36,3.99,0.80,-0.058,0.303,-0.423
180,Mallrats (1995),1995,36,3.40,0.92,-0.058,0.303,-0.423
6947,Master and Commander: The Far Side of the World (2003),2003,36,3.64,0.91,-0.058,0.303,-0.423
671,Mystery Science Theater 3000: The Movie (1996),1996,36,3.49,1.20,-0.058,0.303,-0.423
2581,Never Been Kissed (1999),1999,36,2.96,1.08,-0.058,0.303,-0.423
3034,Robin Hood (1973),1973,36,3.51,0.90,-0.058,0.303,-0.423
2231,Rounders (1998),1998,36,3.86,0.73,-0.058,0.303,-0.423
3247,Sister Act (1992),1992,36,3.03,1.00,-0.058,0.303,-0.423
1060,Swingers (1996),1996,36,3.69,1.10,-0.058,0.303,-0.423
44195,Thank You for Smoking (2006),2006,36,4.03,0.64,-0.058,0.303,-0.423
1059,William Shakespeare's Romeo + Juliet (1996),1996,36,3.72,0.92,-0.058,0.303,-0.423
30812,"Aviator, The (2004)",2004,35,3.53,0.84,-0.058,0.303,-0.423
1084,Bonnie and Clyde (1967),1967,35,4.07,0.70,-0.058,0.303,-0.423
3361,Bull Durham (1988),1988,35,3.67,0.94,-0.058,0.303,-0.423
31696,Constantine (2005),2005,35,3.47,0.89,-0.058,0.303,-0.423
66097,Coraline (2009),2009,35,3.70,0.92,-0.058,0.303,-0.423
1029,Dumbo (1941),1941,35,3.39,0.89,-0.058,0.303,-0.423
1249,"Femme Nikita, La (Nikita) (1990)",1990,35,4.07,0.68,-0.058,0.303,-0.423
3409,Final Destination (2000),2000,35,2.93,1.09,-0.058,0.303,-0.423
170,Hackers (1995),1995,35,3.23,0.92,-0.058,0.303,-0.423
60040,"Incredible Hulk, The (2008)",2008,35,3.17,0.81,-0.058,0.303,-0.423
256,Junior (1994),1994,35,2.83,1.04,-0.058,0.303,-0.423
38061,Kiss Kiss Bang Bang (2005),2005,35,4.07,0.64,-0.058,0.303,-0.423
36529,Lord of War (2005),2005,35,3.71,0.90,-0.058,0.303,-0.423
7445,Man on Fire (2004),2004,35,3.63,0.95,-0.058,0.303,-0.423
719,Multiplicity (1996),1996,35,2.84,0.98,-0.058,0.303,-0.423
914,My Fair Lady (1964),1964,35,4.04,0.92,-0.058,0.303,-0.423
628,Primal Fear (1996),1996,35,3.64,0.90,-0.058,0.303,-0.423
63113,Quantum of Solace (2008),2008,35,3.46,0.84,-0.058,0.303,-0.423
193,Showgirls (1995),1995,35,2.47,1.01,-0.058,0.303,-0.423
2427,"Thin Red Line, The (1998)",1998,35,3.30,1.42,-0.058,0.303,-0.423
805,"Time to Kill, A (1996)",1996,35,3.66,0.81,-0.058,0.303,-0.423
3809,What About Bob? (1991),1991,35,3.27,0.91,-0.058,0.303,-0.423
969,"African Queen, The (1951)",1951,34,3.97,1.01,-0.058,0.303,-0.423
6287,Anger Management (2003),2003,34,3.06,1.01,-0.058,0.303,-0.423
1287,Ben-Hur (1959),1959,34,3.94,0.99,-0.058,0.303,-0.423
5254,Blade II (2002),2002,34,3.21,0.91,-0.058,0.303,-0.423
3882,Bring It On (2000),2000,34,2.69,1.04,-0.058,0.303,-0.423
39183,Brokeback Mountain (2005),2005,34,3.56,0.89,-0.058,0.303,-0.423
1172,Cinema Paradiso (Nuovo cinema Paradiso) (1989),1989,34,4.16,1.03,-0.058,0.303,-0.423
2140,"Dark Crystal, The (1982)",1982,34,3.54,0.82,-0.058,0.303,-0.423
45720,"Devil Wears Prada, The (2006)",2006,34,3.56,0.99,-0.058,0.303,-0.423
1261,Evil Dead II (Dead by Dawn) (1987),1987,34,4.04,0.81,-0.058,0.303,-0.423
4641,Ghost World (2001),2001,34,3.50,0.86,-0.058,0.303,-0.423
8807,Harold and Kumar Go to White Castle (2004),2004,34,3.46,0.94,-0.058,0.303,-0.423
69481,"Hurt Locker, The (2008)",2008,34,4.06,0.80,-0.058,0.303,-0.423
60,"Indian in the Cupboard, The (1995)",1995,34,3.24,1.02,-0.058,0.303,-0.423
4734,Jay and Silent Bob Strike Back (2001),2001,34,3.16,1.08,-0.058,0.303,-0.423
362,"Jungle Book, The (1994)",1994,34,3.53,1.08,-0.058,0.303,-0.423
44555,"Lives of Others, The (Das leben der Anderen) (2006)",2006,34,4.12,0.70,-0.058,0.303,-0.423
6708,Matchstick Men (2003),2003,34,3.72,0.58,-0.058,0.303,-0.423
524,Rudy (1993),1993,34,3.49,0.93,-0.058,0.303,-0.423
3698,"Running Man, The (1987)",1987,34,3.22,0.98,-0.058,0.303,-0.423
85414,Source Code (2011),2011,34,3.60,0.65,-0.058,0.303,-0.423
54259,Stardust (2007),2007,34,3.60,0.97,-0.058,0.303,-0.423
1663,Stripes (1981),1981,34,3.79,0.84,-0.058,0.303,-0.423
4344,Swordfish (2001),2001,34,3.10,0.90,-0.058,0.303,-0.423
327,Tank Girl (1995),1995,34,2.82,1.12,-0.058,0.303,-0.423
86332,Thor (2011),2011,34,3.51,0.84,-0.058,0.303,-0.423
1947,West Side Story (1961),1961,34,3.60,1.22,-0.058,0.303,-0.423
64839,"Wrestler, The (2008)",2008,34,3.74,0.80,-0.058,0.303,-0.423
64969,Yes Man (2008),2008,34,3.62,0.91,-0.058,0.303,-0.423
2949,Dr. No (1962),1962,33,3.71,0.66,-0.058,0.303,-0.423
4015,"Dude, Where's My Car? (2000)",2000,33,2.73,1.23,-0.058,0.303,-0.423
3681,For a Few Dollars More (Per qualche dollaro in più) (1965),1965,33,4.15,0.63,-0.058,0.303,-0.423
1882,Godzilla (1998),1998,33,1.95,0.84,-0.058,0.303,-0.423
610,Heavy Metal (1981),1981,33,3.55,0.95,-0.058,0.303,-0.423
3988,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),2000,33,3.05,0.85,-0.058,0.303,-0.423
6534,Hulk (2003),2003,33,2.56,1.04,-0.058,0.303,-0.423
5388,Insomnia (2002),2002,33,3.30,0.75,-0.058,0.303,-0.423
4874,K-PAX (2001),2001,33,3.48,1.00,-0.058,0.303,-0.423
1918,Lethal Weapon 4 (1998),1998,33,2.85,0.98,-0.058,0.303,-0.423
265,Like Water for Chocolate (Como agua para chocolate) (1992),1992,33,3.94,1.07,-0.058,0.303,-0.423
1047,"Long Kiss Goodnight, The (1996)",1996,33,3.32,0.83,-0.058,0.303,-0.423
1244,Manhattan (1979),1979,33,4.11,0.76,-0.058,0.303,-0.423
837,Matilda (1996),1996,33,3.27,0.93,-0.058,0.303,-0.423
30825,Meet the Fockers (2004),2004,33,3.11,0.97,-0.058,0.303,-0.423
3396,"Muppet Movie, The (1979)",1979,33,3.59,0.94,-0.058,0.303,-0.423
342,Muriel's Wedding (1994),1994,33,3.27,1.04,-0.058,0.303,-0.423
53322,Ocean's Thirteen (2007),2007,33,3.48,0.92,-0.058,0.303,-0.423
1272,Patton (1970),1970,33,4.12,1.20,-0.058,0.303,-0.423
2145,Pretty in Pink (1986),1986,33,3.24,0.80,-0.058,0.303,-0.423
2300,"Producers, The (1968)",1968,33,3.97,1.05,-0.058,0.303,-0.423
5673,Punch-Drunk Love (2002),2002,33,3.62,1.13,-0.058,0.303,-0.423
8957,Saw (2004),2004,33,3.18,1.28,-0.058,0.303,-0.423
637,Sgt. Bilko (1996),1996,33,3.05,1.04,-0.058,0.303,-0.423
2393,Star Trek: Insurrection (1998),1998,33,3.15,1.10,-0.058,0.303,-0.423
61132,Tropic Thunder (2008),2008,33,3.50,1.05,-0.058,0.303,-0.423
3555,U-571 (2000),2000,33,3.42,0.71,-0.058,0.303,-0.423
6754,Underworld (2003),2003,33,3.50,0.73,-0.058,0.303,-0.423
3285,"Beach, The (2000)",2000,32,3.06,1.03,-0.058,0.303,-0.423
3257,"Bodyguard, The (1992)",1992,32,2.86,0.87,-0.058,0.303,-0.423
88140,Captain America: The First Avenger (2011),2011,32,3.55,0.66,-0.058,0.303,-0.423
6157,Daredevil (2003),2003,32,2.50,0.86,-0.058,0.303,-0.423
2944,"Dirty Dozen, The (1967)",1967,32,3.97,0.57,-0.058,0.303,-0.423
1911,Dr. Dolittle (1998),1998,32,2.61,0.86,-0.058,0.303,-0.423
88129,Drive (2011),2011,32,3.77,0.98,-0.058,0.303,-0.423
8970,Finding Neverland (2004),2004,32,3.61,0.84,-0.058,0.303,-0.423
104841,Gravity (2013),2013,32,3.58,1.13,-0.058,0.303,-0.423
1644,I Know What You Did Last Summer (1997),1997,32,2.11,0.99,-0.058,0.303,-0.423
102125,Iron Man 3 (2013),2013,32,3.56,0.98,-0.058,0.303,-0.423
6541,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",2003,32,2.63,1.01,-0.058,0.303,-0.423
53972,Live Free or Die Hard (2007),2007,32,3.41,0.71,-0.058,0.303,-0.423
96610,Looper (2012),2012,32,3.64,0.86,-0.058,0.303,-0.423
68237,Moon (2009),2009,32,3.97,0.92,-0.058,0.303,-0.423
1912,Out of Sight (1998),1998,32,3.86,1.05,-0.058,0.303,-0.423
6281,Phone Booth (2002),2002,32,3.14,0.84,-0.058,0.303,-0.423
303,"Quick and the Dead, The (1995)",1995,32,2.95,0.90,-0.058,0.303,-0.423
2160,Rosemary's Baby (1968),1968,32,4.17,0.73,-0.058,0.303,-0.423
8917,Team America: World Police (2004),2004,32,3.47,1.14,-0.058,0.303,-0.423
5064,The Count of Monte Cristo (2002),2002,32,3.83,0.85,-0.058,0.303,-0.423
45,To Die For (1995),1995,32,3.31,0.83,-0.058,0.303,-0.423
4361,Tootsie (1982),1982,32,3.42,1.08,-0.058,0.303,-0.423
72011,Up in the Air (2009),2009,32,3.72,0.72,-0.058,0.303,-0.423
152081,Zootopia (2016),2016,32,3.89,0.81,-0.058,0.303,-0.423
46723,Babel (2006),2006,31,3.50,0.77,-0.058,0.303,-0.423
1405,Beavis and Butt-Head Do America (1996),1996,31,2.94,1.24,-0.058,0.303,-0.423
65,Bio-Dome (1996),1996,31,2.53,1.06,-0.058,0.303,-0.423
72641,"Blind Side, The  (2009)",2009,31,3.68,1.02,-0.058,0.303,-0.423
110102,Captain America: The Winter Soldier (2014),2014,31,3.74,1.02,-0.058,0.303,-0.423
4321,City Slickers (1991),1991,31,3.37,0.93,-0.058,0.303,-0.423
1587,Conan the Barbarian (1982),1982,31,3.26,1.22,-0.058,0.303,-0.423
724,"Craft, The (1996)",1996,31,3.03,0.94,-0.058,0.303,-0.423
88163,"Crazy, Stupid, Love. (2011)",2011,31,3.98,0.60,-0.058,0.303,-0.423
135,Down Periscope (1996),1996,31,2.95,1.03,-0.058,0.303,-0.423
4446,Final Fantasy: The Spirits Within (2001),2001,31,3.35,0.83,-0.058,0.303,-0.423
1566,Hercules (1997),1997,31,3.45,1.04,-0.058,0.303,-0.423
2953,Home Alone 2: Lost in New York (1992),1992,31,2.52,1.36,-0.058,0.303,-0.423
3006,"Insider, The (1999)",1999,31,3.74,0.69,-0.058,0.303,-0.423
34319,"Island, The (2005)",2005,31,3.35,0.86,-0.058,0.303,-0.423
3386,JFK (1991),1991,31,3.50,0.87,-0.058,0.303,-0.423
97938,Life of Pi (2012),2012,31,3.63,1.01,-0.058,0.303,-0.423
272,"Madness of King George, The (1994)",1994,31,3.76,1.12,-0.058,0.303,-0.423
3256,Patriot Games (1992),1992,31,3.52,0.85,-0.058,0.303,-0.423
61024,Pineapple Express (2008),2008,31,3.68,0.84,-0.058,0.303,-0.423
5630,Red Dragon (2002),2002,31,3.44,1.13,-0.058,0.303,-0.423
2064,Roger & Me (1989),1989,31,3.84,1.05,-0.058,0.303,-0.423
4701,Rush Hour 2 (2001),2001,31,3.37,0.76,-0.058,0.303,-0.423
1717,Scream 2 (1997),1997,31,2.92,1.00,-0.058,0.303,-0.423
4890,Shallow Hal (2001),2001,31,3.03,0.87,-0.058,0.303,-0.423
108932,The Lego Movie (2014),2014,31,3.87,0.87,-0.058,0.303,-0.423
139385,The Revenant (2015),2015,31,3.90,1.05,-0.058,0.303,-0.423
1747,Wag the Dog (1997),1997,31,3.34,0.95,-0.058,0.303,-0.423
1805,Wild Things (1998),1998,31,3.02,1.04,-0.058,0.303,-0.423
95510,"Amazing Spider-Man, The (2012)",2012,30,3.25,1.20,-0.058,0.303,-0.423
7022,Battle Royale (Batoru rowaiaru) (2000),2000,30,3.93,0.84,-0.058,0.303,-0.423
95167,Brave (2012),2012,30,3.47,0.98,-0.058,0.303,-0.423
348,Bullets Over Broadway (1994),1994,30,3.58,1.12,-0.058,0.303,-0.423
2423,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),1989,30,3.57,1.14,-0.058,0.303,-0.423
2871,Deliverance (1972),1972,30,3.90,0.64,-0.058,0.303,-0.423
838,Emma (1996),1996,30,3.92,0.88,-0.058,0.303,-0.423
2403,First Blood (Rambo: First Blood) (1982),1982,30,3.55,0.91,-0.058,0.303,-0.423
1271,Fried Green Tomatoes (1991),1991,30,3.50,0.81,-0.058,0.303,-0.423
84152,Limitless (2011),2011,30,3.95,0.67,-0.058,0.303,-0.423
1267,"Manchurian Candidate, The (1962)",1962,30,4.25,0.77,-0.058,0.303,-0.423
2058,"Negotiator, The (1998)",1998,30,3.35,1.08,-0.058,0.303,-0.423
2501,October Sky (1999),1999,30,3.75,0.80,-0.058,0.303,-0.423
5219,Resident Evil (2002),2002,30,3.08,0.90,-0.058,0.303,-0.423
915,Sabrina (1954),1954,30,3.77,0.84,-0.058,0.303,-0.423
1479,"Saint, The (1997)",1997,30,3.22,0.93,-0.058,0.303,-0.423
97921,Silver Linings Playbook (2012),2012,30,3.72,0.97,-0.058,0.303,-0.423
1373,Star Trek V: The Final Frontier (1989),1989,30,2.67,1.09,-0.058,0.303,-0.423
56757,Sweeney Todd: The Demon Barber of Fleet Street (2007),2007,30,3.72,0.86,-0.058,0.303,-0.423
204,Under Siege 2: Dark Territory (1995),1995,30,2.72,1.13,-0.058,0.303,-0.423
38038,Wallace & Gromit in The Curse of the Were-Rabbit (2005),2005,30,3.63,1.11,-0.058,0.303,-0.423
111362,X-Men: Days of Future Past (2014),2014,30,3.83,0.78,-0.058,0.303,-0.423
1269,Arsenic and Old Lace (1944),1944,29,3.88,0.92,-0.058,0.303,-0.423
2384,Babe: Pig in the City (1998),1998,29,2.78,1.30,-0.058,0.303,-0.423
647,Courage Under Fire (1996),1996,29,3.33,1.05,-0.058,0.303,-0.423
3825,Coyote Ugly (2000),2000,29,2.74,1.16,-0.058,0.303,-0.423
2722,Deep Blue Sea (1999),1999,29,2.78,0.98,-0.058,0.303,-0.423
1339,Dracula (Bram Stoker's Dracula) (1992),1992,29,3.47,0.89,-0.058,0.303,-0.423
3168,Easy Rider (1969),1969,29,3.60,0.88,-0.058,0.303,-0.423
106696,Frozen (2013),2013,29,3.62,1.10,-0.058,0.303,-0.423
3450,Grumpy Old Men (1993),1993,29,3.29,1.11,-0.058,0.303,-0.423
60074,Hancock (2008),2008,29,3.03,0.84,-0.058,0.303,-0.423
246,Hoop Dreams (1994),1994,29,4.29,0.76,-0.058,0.303,-0.423
6155,How to Lose a Guy in 10 Days (2003),2003,29,3.28,1.07,-0.058,0.303,-0.423
115149,John Wick (2014),2014,29,3.84,0.96,-0.058,0.303,-0.423
2421,"Karate Kid, Part II, The (1986)",1986,29,2.78,0.97,-0.058,0.303,-0.423
5444,Lilo & Stitch (2002),2002,29,3.81,0.77,-0.058,0.303,-0.423
1831,Lost in Space (1998),1998,29,2.45,1.02,-0.058,0.303,-0.423
94959,Moonrise Kingdom (2012),2012,29,3.78,0.92,-0.058,0.303,-0.423
898,"Philadelphia Story, The (1940)",1940,29,4.31,0.78,-0.058,0.303,-0.423
2411,Rocky IV (1985),1985,29,2.71,1.14,-0.058,0.303,-0.423
1513,Romy and Michele's High School Reunion (1997),1997,29,2.97,0.97,-0.058,0.303,-0.423
3273,Scream 3 (2000),2000,29,2.67,1.17,-0.058,0.303,-0.423
2485,She's All That (1999),1999,29,2.84,1.04,-0.058,0.303,-0.423
1061,Sleepers (1996),1996,29,3.67,0.83,-0.058,0.303,-0.423
743,Spy Hard (1996),1996,29,2.52,0.92,-0.058,0.303,-0.423
3745,Titan A.E. (2000),2000,29,3.41,0.68,-0.058,0.303,-0.423
74789,Alice in Wonderland (2010),2010,28,2.88,1.05,-0.058,0.303,-0.423
97304,Argo (2012),2012,28,3.98,0.87,-0.058,0.303,-0.423
3740,Big Trouble in Little China (1986),1986,28,3.86,0.87,-0.058,0.303,-0.423
2243,Broadcast News (1987),1987,28,3.43,0.99,-0.058,0.303,-0.423
115713,Ex Machina (2015),2015,28,3.91,1.18,-0.058,0.303,-0.423
4019,Finding Forrester (2000),2000,28,3.71,0.80,-0.058,0.303,-0.423
3186,"Girl, Interrupted (1999)",1999,28,3.46,0.77,-0.058,0.303,-0.423
2150,"Gods Must Be Crazy, The (1980)",1980,28,3.89,0.95,-0.058,0.303,-0.423
1223,"Grand Day Out with Wallace and Gromit, A (1989)",1989,28,4.09,1.09,-0.058,0.303,-0.423
1299,"Killing Fields, The (1984)",1984,28,4.02,1.08,-0.058,0.303,-0.423
273,Mary Shelley's Frankenstein (Frankenstein) (1994),1994,28,2.95,1.05,-0.058,0.303,-0.423
52,Mighty Aphrodite (1995),1995,28,3.46,0.87,-0.058,0.303,-0.423
45186,Mission: Impossible III (2006),2006,28,3.59,0.64,-0.058,0.303,-0.423
2788,Monty Python's And Now for Something Completely Different (1971),1971,28,4.05,0.71,-0.058,0.303,-0.423
968,Night of the Living Dead (1968),1968,28,3.75,1.14,-0.058,0.303,-0.423
24,Powder (1995),1995,28,3.13,1.01,-0.058,0.303,-0.423
1027,Robin Hood: Prince of Thieves (1991),1991,28,3.02,0.87,-0.058,0.303,-0.423
1077,Sleeper (1973),1973,28,3.75,0.71,-0.058,0.303,-0.423
4232,Spy Kids (2001),2001,28,2.95,1.15,-0.058,0.303,-0.423
60756,Step Brothers (2008),2008,28,3.55,0.91,-0.058,0.303,-0.423
198,Strange Days (1995),1995,28,3.25,0.93,-0.058,0.303,-0.423
5620,Sweet Home Alabama (2002),2002,28,3.05,1.09,-0.058,0.303,-0.423
46970,Talladega Nights: The Ballad of Ricky Bobby (2006),2006,28,3.25,0.89,-0.058,0.303,-0.423
56782,There Will Be Blood (2007),2007,28,4.14,0.80,-0.058,0.303,-0.423
82459,True Grit (2010),2010,28,3.75,0.97,-0.058,0.303,-0.423
2335,"Waterboy, The (1998)",1998,28,3.18,0.80,-0.058,0.303,-0.423
6787,All the President's Men (1976),1976,27,4.02,0.45,-0.058,0.303,-0.423
1499,Anaconda (1997),1997,27,1.93,1.10,-0.058,0.303,-0.423
1021,Angels in the Outfield (1994),1994,27,2.33,1.03,-0.058,0.303,-0.423
122900,Ant-Man (2015),2015,27,3.72,0.76,-0.058,0.303,-0.423
909,"Apartment, The (1960)",1960,27,3.96,0.96,-0.058,0.303,-0.423
122892,Avengers: Age of Ultron (2015),2015,27,3.52,1.07,-0.058,0.303,-0.423
3968,Bedazzled (2000),2000,27,3.07,0.73,-0.058,0.303,-0.423
1257,Better Off Dead... (1985),1985,27,3.69,0.97,-0.058,0.303,-0.423
6503,Charlie's Angels: Full Throttle (2003),2003,27,2.37,1.13,-0.058,0.303,-0.423
57368,Cloverfield (2008),2008,27,3.35,0.89,-0.058,0.303,-0.423
2232,Cube (1997),1997,27,3.43,1.12,-0.058,0.303,-0.423
5872,Die Another Day (2002),2002,27,2.93,1.01,-0.058,0.303,-0.423
3424,Do the Right Thing (1989),1989,27,4.04,0.81,-0.058,0.303,-0.423
80549,Easy A (2010),2010,27,3.80,0.79,-0.058,0.303,-0.423
4343,Evolution (2001),2001,27,3.04,0.81,-0.058,0.303,-0.423
3269,Forever Young (1992),1992,27,2.85,0.79,-0.058,0.303,-0.423
1293,Gandhi (1982),1982,27,3.83,0.96,-0.058,0.303,-0.423
741,Ghost in the Shell (Kôkaku kidôtai) (1995),1995,27,4.15,0.68,-0.058,0.303,-0.423
5013,Gosford Park (2001),2001,27,3.70,1.07,-0.058,0.303,-0.423
1179,"Grifters, The (1990)",1990,27,3.63,1.02,-0.058,0.303,-0.423
52281,Grindhouse (2007),2007,27,3.43,1.15,-0.058,0.303,-0.423
122918,Guardians of the Galaxy 2 (2017),2017,27,3.93,0.85,-0.058,0.303,-0.423
1982,Halloween (1978),1978,27,3.72,0.99,-0.058,0.303,-0.423
37733,"History of Violence, A (2005)",2005,27,3.50,0.87,-0.058,0.303,-0.423
880,"Island of Dr. Moreau, The (1996)",1996,27,2.74,0.99,-0.058,0.303,-0.423
2109,"Jerk, The (1979)",1979,27,3.37,0.83,-0.058,0.303,-0.423
3072,Moonstruck (1987),1987,27,3.56,1.08,-0.058,0.303,-0.423
8873,"Motorcycle Diaries, The (Diarios de motocicleta) (2004)",2004,27,3.80,0.81,-0.058,0.303,-0.423
1347,"Nightmare on Elm Street, A (1984)",1984,27,3.00,1.20,-0.058,0.303,-0.423
2431,Patch Adams (1998),1998,27,3.37,1.17,-0.058,0.303,-0.423
1120,"People vs. Larry Flynt, The (1996)",1996,27,3.54,0.54,-0.058,0.303,-0.423
4002,"Planes, Trains & Automobiles (1987)",1987,27,3.85,1.01,-0.058,0.303,-0.423
40629,Pride & Prejudice (2005),2005,27,3.56,1.14,-0.058,0.303,-0.423
4700,"Princess Diaries, The (2001)",2001,27,3.04,0.96,-0.058,0.303,-0.423
94864,Prometheus (2012),2012,27,3.30,1.01,-0.058,0.303,-0.423
88744,Rise of the Planet of the Apes (2011),2011,27,3.46,1.06,-0.058,0.303,-0.423
166528,Rogue One: A Star Wars Story (2016),2016,27,3.93,0.96,-0.058,0.303,-0.423
3252,Scent of a Woman (1992),1992,27,3.59,0.94,-0.058,0.303,-0.423
4901,Spy Game (2001),2001,27,3.48,0.74,-0.058,0.303,-0.423
102445,Star Trek Into Darkness (2013),2013,27,3.69,0.90,-0.058,0.303,-0.423
922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),1950,27,4.33,0.67,-0.058,0.303,-0.423
